1.1.1,48125360,Paige Chen,M,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,90.88,17.36,14.39,20.99,7.93,0,2.97,2023
1.1.1,48125379,Sherri Melton,M SL,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,90.88,17.36,14.39,20.99,7.93,20.28,2.97,2023
1.1.1,48125387,Gretchen Hill,ME,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,80.88,17.36,14.39,20.99,7.93,0,2.97,2023
1.1.1,48125395,Karen Puckett,ME SL,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,80.88,17.36,14.39,20.99,7.93,20.28,2.97,2023
1.1.1,48125409,Patrick Song,SB SL,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,69.12,17.36,14.39,20.99,7.93,69.36,2.97,2023
1.1.1,48125417,Elsie Hamilton,S,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,109.58,17.36,14.39,20.99,7.93,0,2.97,2023
1.1.1,48125425,Hazel Bender,SB,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,69.12,17.36,14.39,20.99,7.93,0,2.97,2023
1.1.1,48125433,Malcolm Wagner,SH,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,181.83,17.36,14.39,20.99,7.93,0,2.97,2023
1.1.1,48125441,Dolores McLaughlin,ST,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,199.17,17.36,14.39,20.99,7.93,0,2.97,2023
1.1.1,48130070,Jack Drake,SA,25/03/2022,31/03/2022,03/04/2022,Weekly,,,578.78,0,0,,0,0,20.99,3,3,23.81,17.5,233.85,17.36,14.39,20.99,7.93,0,2.97,2023
