HEI2,48125352,20210403,N,N,,John Jones,63048474,me@mycompany.co.nz,18,1041804,0,0,248023,0,37782,39192,0,0,29512,24463,5049,369729,14292,0,0,Vendor_Package_v1.0,1
DEI,48125468,Sandy Raynor,SH SL,,,20210325,20210331,WK,0,57878,0,0,0,18143,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125476,Marion Moon,ST SL,,,20210325,20210331,WK,0,57878,0,0,0,19877,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48130070,Jack Drake,SA,,,20210325,20210331,WK,0,57878,0,0,0,23345,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125451,Francis McNamara,S SL,,,20210325,20210331,WK,0,57878,0,0,0,10918,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48130089,Ewan Duff,SA SL,,,20210325,20210331,WK,0,57878,0,0,0,23345,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125506,Jerome Wallace,ND,,,20210325,20210331,WK,0,57878,0,0,0,26813,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125514,Neal Lawrence,NSW,,,20210325,20210331,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,0,0,0,794,0,0,
DEI,48125484,Beth Woodard,CAE,,,20210325,20210331,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125492,Julia Desai,EDW,,,20210325,20210331,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125387,Gretchen Hill,ME,,,20210325,20210331,WK,0,57878,0,0,0,8048,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125395,Karen Puckett,ME SL,,,20210325,20210331,WK,0,57878,0,0,0,8048,0,2099,,2256,0,0,1736,1439,297,794,0,0,
DEI,48125360,Paige Chen,M,,,20210325,20210331,WK,0,57878,0,0,0,9048,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125379,Sherri Melton,M SL,,,20210325,20210331,WK,0,57878,0,0,0,9048,0,2099,,2256,0,0,1736,1439,297,794,0,0,
DEI,48125409,Patrick Song,SB SL,,,20210325,20210331,WK,0,57878,0,0,0,6872,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125433,Malcolm Wagner,SH,,,20210325,20210331,WK,0,57878,0,0,0,18143,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125441,Dolores McLaughlin,ST,,,20210325,20210331,WK,0,57878,0,0,0,19877,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125417,Elsie Hamilton,S,,,20210325,20210331,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125425,Hazel Bender,SB,,,20210325,20210331,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,1736,1439,297,794,0,0,
HEI2,48125352,20210410,N,N,,John Jones,63048474,me@mycompany.co.nz,18,1041804,0,0,248023,0,37782,39192,0,0,29512,24463,5049,369729,14292,0,0,Vendor_Package_v1.0,1
DEI,48125468,Sandy Raynor,SH SL,,,20210401,20210407,WK,0,57878,0,0,0,18143,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125476,Marion Moon,ST SL,,,20210401,20210407,WK,0,57878,0,0,0,19877,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48130070,Jack Drake,SA,,,20210401,20210407,WK,0,57878,0,0,0,23345,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125451,Francis McNamara,S SL,,,20210401,20210407,WK,0,57878,0,0,0,10918,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48130089,Ewan Duff,SA SL,,,20210401,20210407,WK,0,57878,0,0,0,23345,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125506,Jerome Wallace,ND,,,20210401,20210407,WK,0,57878,0,0,0,26813,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125514,Neal Lawrence,NSW,,,20210401,20210407,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,0,0,0,794,0,0,
DEI,48125484,Beth Woodard,CAE,,,20210401,20210407,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125492,Julia Desai,EDW,,,20210401,20210407,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125387,Gretchen Hill,ME,,,20210401,20210407,WK,0,57878,0,0,0,8048,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125395,Karen Puckett,ME SL,,,20210401,20210407,WK,0,57878,0,0,0,8048,0,2099,,2256,0,0,1736,1439,297,794,0,0,
DEI,48125360,Paige Chen,M,,,20210401,20210407,WK,0,57878,0,0,0,9048,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125379,Sherri Melton,M SL,,,20210401,20210407,WK,0,57878,0,0,0,9048,0,2099,,2256,0,0,1736,1439,297,794,0,0,
DEI,48125409,Patrick Song,SB SL,,,20210401,20210407,WK,0,57878,0,0,0,6872,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125433,Malcolm Wagner,SH,,,20210401,20210407,WK,0,57878,0,0,0,18143,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125441,Dolores McLaughlin,ST,,,20210401,20210407,WK,0,57878,0,0,0,19877,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125417,Elsie Hamilton,S,,,20210401,20210407,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125425,Hazel Bender,SB,,,20210401,20210407,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,1736,1439,297,794,0,0,
HEI2,48125352,20210417,N,N,,John Jones,63048474,me@mycompany.co.nz,18,1041804,0,0,248023,0,37782,39192,0,0,29512,24463,5049,369729,14292,0,0,Vendor_Package_v1.0,1
DEI,48125468,Sandy Raynor,SH SL,,,20210408,20210414,WK,0,57878,0,0,0,18143,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125476,Marion Moon,ST SL,,,20210408,20210414,WK,0,57878,0,0,0,19877,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48130070,Jack Drake,SA,,,20210408,20210414,WK,0,57878,0,0,0,23345,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125451,Francis McNamara,S SL,,,20210408,20210414,WK,0,57878,0,0,0,10918,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48130089,Ewan Duff,SA SL,,,20210408,20210414,WK,0,57878,0,0,0,23345,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125506,Jerome Wallace,ND,,,20210408,20210414,WK,0,57878,0,0,0,26813,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125514,Neal Lawrence,NSW,,,20210408,20210414,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,0,0,0,794,0,0,
DEI,48125484,Beth Woodard,CAE,,,20210408,20210414,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125492,Julia Desai,EDW,,,20210408,20210414,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125387,Gretchen Hill,ME,,,20210408,20210414,WK,0,57878,0,0,0,8048,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125395,Karen Puckett,ME SL,,,20210408,20210414,WK,0,57878,0,0,0,8048,0,2099,,2256,0,0,1736,1439,297,794,0,0,
DEI,48125360,Paige Chen,M,,,20210408,20210414,WK,0,57878,0,0,0,9048,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125379,Sherri Melton,M SL,,,20210408,20210414,WK,0,57878,0,0,0,9048,0,2099,,2256,0,0,1736,1439,297,794,0,0,
DEI,48125409,Patrick Song,SB SL,,,20210408,20210414,WK,0,57878,0,0,0,6872,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125433,Malcolm Wagner,SH,,,20210408,20210414,WK,0,57878,0,0,0,18143,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125441,Dolores McLaughlin,ST,,,20210408,20210414,WK,0,57878,0,0,0,19877,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125417,Elsie Hamilton,S,,,20210408,20210414,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125425,Hazel Bender,SB,,,20210408,20210414,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,1736,1439,297,794,0,0,
HEI2,48125352,20210424,N,N,,John Jones,63048474,me@mycompany.co.nz,18,1041804,0,0,248023,0,37782,39192,0,0,29512,24463,5049,369729,14292,0,0,Vendor_Package_v1.0,1
DEI,48125468,Sandy Raynor,SH SL,,,20210415,20210421,WK,0,57878,0,0,0,18143,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125476,Marion Moon,ST SL,,,20210415,20210421,WK,0,57878,0,0,0,19877,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48130070,Jack Drake,SA,,,20210415,20210421,WK,0,57878,0,0,0,23345,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125451,Francis McNamara,S SL,,,20210415,20210421,WK,0,57878,0,0,0,10918,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48130089,Ewan Duff,SA SL,,,20210415,20210421,WK,0,57878,0,0,0,23345,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125506,Jerome Wallace,ND,,,20210415,20210421,WK,0,57878,0,0,0,26813,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125514,Neal Lawrence,NSW,,,20210415,20210421,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,0,0,0,794,0,0,
DEI,48125484,Beth Woodard,CAE,,,20210415,20210421,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125492,Julia Desai,EDW,,,20210415,20210421,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125387,Gretchen Hill,ME,,,20210415,20210421,WK,0,57878,0,0,0,8048,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125395,Karen Puckett,ME SL,,,20210415,20210421,WK,0,57878,0,0,0,8048,0,2099,,2256,0,0,1736,1439,297,794,0,0,
DEI,48125360,Paige Chen,M,,,20210415,20210421,WK,0,57878,0,0,0,9048,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125379,Sherri Melton,M SL,,,20210415,20210421,WK,0,57878,0,0,0,9048,0,2099,,2256,0,0,1736,1439,297,794,0,0,
DEI,48125409,Patrick Song,SB SL,,,20210415,20210421,WK,0,57878,0,0,0,6872,0,2099,,6936,0,0,1736,1439,297,794,0,0,
DEI,48125433,Malcolm Wagner,SH,,,20210415,20210421,WK,0,57878,0,0,0,18143,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125441,Dolores McLaughlin,ST,,,20210415,20210421,WK,0,57878,0,0,0,19877,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125417,Elsie Hamilton,S,,,20210415,20210421,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,794,0,0,
DEI,48125425,Hazel Bender,SB,,,20210415,20210421,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,1736,1439,297,794,0,0,
HEI2,48125352,20210305,N,N,,John Jones,63048474,me@mycompany.co.nz,1,696153,0,0,201805,0,0,0,0,0,0,0,0,201805,0,0,0,Vendor_Package_v1.0,1
DEI,48125530,Kristine Dougherty,M,,,20210218,20210303,FT,0,696153,0,0,0,201805,0,0,,0,0,0,0,0,0,0,0,0,
