HEI2,048125352,20230403,N,N,,John Jones,063048474,me@mycompany.co.nz,18,1041804,0,0,249481,0,37782,38016,0,0,29512,24463,5049,370029,14274,0,0,Vendor_Package_v1.0,0001
DEI,048125360,Paige Chen,M,,,20230325,20230331,WK,0,57878,0,0,0,9129,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125379,Sherri Melton,MSL,,,20230325,20230331,WK,0,57878,0,0,0,9129,0,2099,,1668,0,0,1736,1439,297,793,0,0
DEI,048125387,Gretchen Hill,ME,,,20230325,20230331,WK,0,57878,0,0,0,8129,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125395,Karen Puckett,MESL,,,20230325,20230331,WK,0,57878,0,0,0,8129,0,2099,,1668,0,0,1736,1439,297,793,0,0
DEI,048125409,Patrick Song,SBSL,,,20230325,20230331,WK,0,57878,0,0,0,6953,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,048125417,Elsie Hamilton,S,,,20230325,20230331,WK,0,57878,0,0,0,10999,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125425,Hazel Bender,SB,,,20230325,20230331,WK,0,57878,0,0,0,6953,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125433,Malcolm Wagner,SH,,,20230325,20230331,WK,0,57878,0,0,0,18224,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125441,Dolores McLaughlin,ST,,,20230325,20230331,WK,0,57878,0,0,0,19958,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048130070,Jack Drake,SA,,,20230325,20230331,WK,0,57878,0,0,0,23426,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125451,Francis McNamara,SSL,,,20230325,20230331,WK,0,57878,0,0,0,10999,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,048125468,Sandy Raynor,SHSL,,,20230325,20230331,WK,0,57878,0,0,0,18224,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,048125476,Marion Moon,STSL,,,20230325,20230331,WK,0,57878,0,0,0,19958,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,048130089,Ewan Duff,SASL,,,20230325,20230331,WK,0,57878,0,0,0,23426,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,048125484,Beth Woodard,CAE,,,20230325,20230331,WK,0,57878,0,0,0,10999,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125492,Julia Desai,EDW,,,20230325,20230331,WK,0,57878,0,0,0,10999,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125506,Jerome Wallace,ND,,,20230325,20230331,WK,0,57878,0,0,0,26894,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125514,Neal Lawrence,NSW,,,20230325,20230331,WK,0,57878,0,0,0,6953,0,2099,,0,0,0,0,0,0,793,0,0
HEI2,048125352,20230410,N,N,,John Jones,063048474,me@mycompany.co.nz,18,1041804,0,0,249481,0,37782,38016,0,0,29512,24463,5049,370029,14274,0,0,Vendor_Package_v1.0,0001
DEI,048125360,Paige Chen,M,,,20230401,20230407,WK,0,57878,0,0,0,9129,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125379,Sherri Melton,MSL,,,20230401,20230407,WK,0,57878,0,0,0,9129,0,2099,,1668,0,0,1736,1439,297,793,0,0
DEI,048125387,Gretchen Hill,ME,,,20230401,20230407,WK,0,57878,0,0,0,8129,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125395,Karen Puckett,MESL,,,20230401,20230407,WK,0,57878,0,0,0,8129,0,2099,,1668,0,0,1736,1439,297,793,0,0
DEI,048125409,Patrick Song,SBSL,,,20230401,20230407,WK,0,57878,0,0,0,6953,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,048125417,Elsie Hamilton,S,,,20230401,20230407,WK,0,57878,0,0,0,10999,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125425,Hazel Bender,SB,,,20230401,20230407,WK,0,57878,0,0,0,6953,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,048125433,Malcolm Wagner,SH,,,20230401,20230407,WK,0,57878,0,0,0,18224,0,2099,,0,0,0,1736,1439,297,793,0,0
