HEI2,48125352,20200403,N,N,,John Jones,63048474,me@mycompany.co.nz,16,926048,0,0,201333,0,33584,32376,0,0,26040,21585,4455,306685,12688,0,0,Vendor_Package_v1.0,1
DEI,48125360,Chen Paige,M,,,20200325,20200331,WK,0,57878,0,0,0,9048,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125379,Melton Sherri,M SL,,,20200325,20200331,WK,0,57878,0,0,0,9048,0,2099,,2316,0,0,1736,1439,297,793,0,0
DEI,48125387,Hill Gretchen,ME,,,20200325,20200331,WK,0,57878,0,0,0,8048,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125395,Puckett Karen,ME SL,,,20200325,20200331,WK,0,57878,0,0,0,8048,0,2099,,2316,0,0,1736,1439,297,793,0,0
DEI,48125409,Song Patrick,SB SL,,,20200325,20200331,WK,0,57878,0,0,0,6872,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,48125417,Hamilton Elsie,S,,,20200325,20200331,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125425,Bender Hazel,SB,,,20200325,20200331,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125433,Wagner Malcolm,SH,,,20200325,20200331,WK,0,57878,0,0,0,18143,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125441,McLaughlin Dolores,ST,,,20200325,20200331,WK,0,57878,0,0,0,19877,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125451,McNamara Francis,S SL,,,20200325,20200331,WK,0,57878,0,0,0,10918,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,48125468,Raynor Sandy,SH SL,,,20200325,20200331,WK,0,57878,0,0,0,18143,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,48125476,Moon Marion,ST SL,,,20200325,20200331,WK,0,57878,0,0,0,19877,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,48125484,Woodard Beth,CAE,,,20200325,20200331,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125492,Desai Julia,EDW,,,20200325,20200331,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125506,Wallace Jerome,ND,,,20200325,20200331,WK,0,57878,0,0,0,26813,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125514,Lawrence Neal,NSW,,,20200325,20200331,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,0,0,0,793,0,0
HEI2,48125352,20200410,N,N,,John Jones,63048474,me@mycompany.co.nz,16,926048,0,0,201333,0,33584,32376,0,0,26040,21585,4455,306685,12688,0,0,Vendor_Package_v1.0,1
DEI,48125360,Chen Paige,M,,,20200401,20200407,WK,0,57878,0,0,0,9048,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125379,Melton Sherri,M SL,,,20200401,20200407,WK,0,57878,0,0,0,9048,0,2099,,2316,0,0,1736,1439,297,793,0,0
DEI,48125387,Hill Gretchen,ME,,,20200401,20200407,WK,0,57878,0,0,0,8048,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125395,Puckett Karen,ME SL,,,20200401,20200407,WK,0,57878,0,0,0,8048,0,2099,,2316,0,0,1736,1439,297,793,0,0
DEI,48125409,Song Patrick,SB SL,,,20200401,20200407,WK,0,57878,0,0,0,6872,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,48125417,Hamilton Elsie,S,,,20200401,20200407,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125425,Bender Hazel,SB,,,20200401,20200407,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125433,Wagner Malcolm,SH,,,20200401,20200407,WK,0,57878,0,0,0,18143,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125441,McLaughlin Dolores,ST,,,20200401,20200407,WK,0,57878,0,0,0,19877,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125451,McNamara Francis,S SL,,,20200401,20200407,WK,0,57878,0,0,0,10918,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,48125468,Raynor Sandy,SH SL,,,20200401,20200407,WK,0,57878,0,0,0,18143,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,48125476,Moon Marion,ST SL,,,20200401,20200407,WK,0,57878,0,0,0,19877,0,2099,,6936,0,0,1736,1439,297,793,0,0
DEI,48125484,Woodard Beth,CAE,,,20200401,20200407,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125492,Desai Julia,EDW,,,20200401,20200407,WK,0,57878,0,0,0,10918,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125506,Wallace Jerome,ND,,,20200401,20200407,WK,0,57878,0,0,0,26813,0,2099,,0,0,0,1736,1439,297,793,0,0
DEI,48125514,Lawrence Neal,NSW,,,20200401,20200407,WK,0,57878,0,0,0,6872,0,2099,,0,0,0,0,0,0,793,0,0
HEI2,48125352,20200417,N,N,,John Jones,63048474,me@mycompany.co.nz,16,926048,0,0,201333,0,33584,32376,0,0,26040,21585,4455,306685,12688,0,0,Vendor_Package_v1.0,1
