HEI,048125352,20190403,N,N,,John Jones,063048474,me@mycompany.co.nz,16,201333,33584,32496,26040,21585,4455,306805,12688,0,926048,0,Vendor Package v1.0,0001,
DEI,048125360,Chen Paige,M,,,20190325,20190331,WK,57878,0,0,9048,2099,,0,1736,1439,297,793,0
DEI,048125379,Melton Sherri,M SL,,,20190325,20190331,WK,57878,0,0,9048,2099,,2376,1736,1439,297,793,0
DEI,048125387,Hill Gretchen,ME,,,20190325,20190331,WK,57878,0,0,8048,2099,,0,1736,1439,297,793,0
DEI,048125395,Puckett Karen,ME SL,,,20190325,20190331,WK,57878,0,0,8048,2099,,2376,1736,1439,297,793,0
DEI,048125409,Song Patrick,SB SL,,,20190325,20190331,WK,57878,0,0,6872,2099,,6936,1736,1439,297,793,0
DEI,048125417,Hamilton Elsie,S,,,20190325,20190331,WK,57878,0,0,10918,2099,,0,1736,1439,297,793,0
DEI,048125425,Bender Hazel,SB,,,20190325,20190331,WK,57878,0,0,6872,2099,,0,1736,1439,297,793,0
DEI,048125433,Wagner Malcolm,SH,,,20190325,20190331,WK,57878,0,0,18143,2099,,0,1736,1439,297,793,0
DEI,048125441,McLaughlin Dolores,ST,,,20190325,20190331,WK,57878,0,0,19877,2099,,0,1736,1439,297,793,0
DEI,048125451,McNamara Francis,S SL,,,20190325,20190331,WK,57878,0,0,10918,2099,,6936,1736,1439,297,793,0
DEI,048125468,Raynor Sandy,SH SL,,,20190325,20190331,WK,57878,0,0,18143,2099,,6936,1736,1439,297,793,0
DEI,048125476,Moon Marion,ST SL,,,20190325,20190331,WK,57878,0,0,19877,2099,,6936,1736,1439,297,793,0
DEI,048125484,Woodard Beth,CAE,,,20190325,20190331,WK,57878,0,0,10918,2099,,0,1736,1439,297,793,0
DEI,048125492,Desai Julia,EDW,,,20190325,20190331,WK,57878,0,0,10918,2099,,0,1736,1439,297,793,0
DEI,048125506,Wallace Jerome,ND,,,20190325,20190331,WK,57878,0,0,26813,2099,,0,1736,1439,297,793,0
DEI,048125514,Lawrence Neal,NSW,,,20190325,20190331,WK,57878,0,0,6872,2099,,0,0,0,0,793,0
HEI,048125352,20190410,N,N,,John Jones,063048474,me@mycompany.co.nz,16,201333,33584,32496,26040,21585,4455,306805,12688,0,926048,0,Vendor Package v1.0,0001,
DEI,048125360,Chen Paige,M,,,20190401,20190410,WK,57878,0,0,9048,2099,,0,1736,1439,297,793,0
DEI,048125379,Melton Sherri,M SL,,,20190401,20190410,WK,57878,0,0,9048,2099,,2376,1736,1439,297,793,0
DEI,048125387,Hill Gretchen,ME,,,20190401,20190410,WK,57878,0,0,8048,2099,,0,1736,1439,297,793,0
